voiceID,meanF0Hz,stdevF0Hz,HNR,CPPs,Jitter,Shimmer,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14
voice121.wav,212.7798515436677,0.6825154640079887,16.533924431550002,15.860198691493054,0.132261835988413,-0.5951640778008954,-101.43055725097656,22.244169235229492,-43.21416091918945,-35.16166305541992,-0.07412631809711456,-18.28124237060547,-9.595261573791504,-7.121559143066406,-39.03314971923828,-2.3642818927764893,-14.803425788879395,-11.124817848205566,-10.847566604614258,-10.155141830444336
voice122.wav,212.64539064052553,0.8685585332309765,14.749833533268522,14.932964388241105,0.6289574519498726,-0.7659239373542275,-100.34949493408203,26.675058364868164,-46.93865203857422,-34.78013229370117,-1.5727837085723877,-19.16158103942871,-4.184573650360107,-6.541065216064453,-46.50106430053711,2.021305561065674,-18.42434310913086,-6.026688098907471,-13.500518798828125,-9.57585620880127
voice123.wav,212.5463342141369,0.6893558499537141,13.576538073808825,14.111659987460373,1.6433131425256462,-1.3128078368380285,-101.25253295898438,25.99427032470703,-47.45166015625,-35.72694778442383,-3.2961857318878174,-15.615852355957031,-3.0842740535736084,-5.179753303527832,-46.94437789916992,1.9092175960540771,-18.353925704956055,-3.29887318611145,-14.960441589355469,-11.963027000427246
voice124.wav,237.0318698600285,0.8857364885586169,20.452769173372097,14.51355650045727,-1.509843171229966,0.5279443374965602,-135.5592803955078,35.194610595703125,-43.33095169067383,-35.670406341552734,-1.6230086088180542,-12.851785659790039,-6.626972675323486,-15.85252857208252,-34.11838912963867,-1.533886432647705,-8.665053367614746,-11.418071746826172,-17.8535213470459,-6.365636825561523
voice125.wav,237.4166387360435,0.8665298750212083,18.12037791714714,14.616910072820279,-0.3557001573399445,0.6381846052180444,-124.439208984375,34.75880432128906,-44.470829010009766,-31.48374366760254,-6.100797653198242,-7.089603424072266,-7.959237575531006,-11.053518295288086,-34.76913833618164,2.323723554611206,-10.611668586730957,-10.410775184631348,-17.726085662841797,-3.8412179946899414
voice126.wav,236.60241072786025,1.2627812404481664,18.336638523617957,14.404929837218141,-1.2510774641620777,0.33453182179353635,-129.18267822265625,40.841331481933594,-40.99467086791992,-26.899822235107422,-11.059087753295898,-7.982149124145508,-5.433957099914551,-7.929450988769531,-38.42315673828125,0.9343156814575195,-10.395323753356934,-10.335124015808105,-15.163385391235352,-5.103902816772461
voice127.wav,219.79224465325038,1.0198588497816925,21.579548305687762,16.848794081646492,-2.03411714376934,0.7133011141874083,-195.8603973388672,49.78023910522461,-22.40093421936035,-16.696260452270508,-10.890905380249023,-24.52482032775879,5.798863410949707,-1.9218382835388184,-35.903839111328125,0.15181989967823029,-23.21091079711914,-13.143991470336914,-24.23613739013672,-4.500407695770264
voice128.wav,219.40897530449362,1.6076118835858055,20.81655238333568,16.59049200502581,-1.8981221827846,0.5498033835814365,-204.966796875,54.17441940307617,-22.73301124572754,-18.786012649536133,-8.784465789794922,-25.016170501708984,4.325665473937988,-2.4868319034576416,-33.637725830078125,-0.6534928679466248,-23.4895076751709,-12.521339416503906,-25.445266723632812,-3.4420857429504395
voice129.wav,220.1720450713974,1.6865589081976813,22.107382321326583,17.028815801083663,-1.9292552263308032,0.493127995389012,-201.4305419921875,55.09355163574219,-22.77210807800293,-23.811294555664062,-7.071658134460449,-24.094696044921875,3.8101871013641357,-2.9929869174957275,-32.356021881103516,-2.0085132122039795,-22.15821075439453,-10.72449016571045,-25.128036499023438,-3.254206657409668
voice130.wav,214.1361965835664,1.0963890753583305,18.045758824015,14.34903319518561,-1.0753779871158593,0.8752828782703462,-143.73452758789062,83.33590698242188,-83.89237213134766,-10.531891822814941,-12.809774398803711,16.872163772583008,-22.61308479309082,-12.606267929077148,-5.632620334625244,-34.42673873901367,-3.064866065979004,-11.132184982299805,-6.3211669921875,-12.428009986877441
voice131.wav,213.98774574801382,0.8885027721169562,18.417800115557075,14.82448316671307,-1.0581647853861265,0.6921704422560087,-149.54042053222656,85.66492462158203,-80.61920928955078,-10.89858627319336,-11.83414363861084,17.632394790649414,-23.494455337524414,-13.335796356201172,-8.017045974731445,-35.51308059692383,-3.6630349159240723,-9.44419002532959,-5.002967357635498,-15.024580001831055
voice132.wav,213.46287664182032,0.6819970760609867,17.964937521944158,14.45854141834433,-0.6486621562032086,0.982070635553324,-145.59829711914062,89.20703887939453,-80.78643798828125,-12.179288864135742,-12.567008018493652,19.382728576660156,-23.552085876464844,-11.932516098022461,-9.462838172912598,-36.43113327026367,-5.520181655883789,-9.105923652648926,-5.906303882598877,-12.735758781433105
voice133.wav,215.78668817134786,1.7808255323168405,20.781760379748302,19.193808878303862,-1.762849748597305,0.3073456863390811,-116.5414047241211,31.53292465209961,-58.45838928222656,-38.399879455566406,2.8071954250335693,-19.150859832763672,-18.888877868652344,-4.215183258056641,-34.46112060546875,-10.322098731994629,-11.656245231628418,-9.22634220123291,-16.20855712890625,-13.24294376373291
voice134.wav,216.5513980197311,1.1656025072397458,19.72390087674823,17.829275679551408,-1.2563345742823016,-0.04835517524267529,-105.33106231689453,33.35789489746094,-51.618309020996094,-48.036338806152344,2.2645375728607178,-20.24017333984375,-19.072004318237305,-3.379293203353882,-33.365943908691406,-9.52498722076416,-8.986349105834961,-7.278573989868164,-16.503829956054688,-12.518329620361328
voice135.wav,216.85536791002835,0.8750670991060544,22.257108116166886,19.248159012443796,-1.824771083351851,0.5545131694478248,-108.33182525634766,27.83615493774414,-47.05421829223633,-46.640602111816406,9.020874977111816,-20.54166603088379,-15.814244270324707,-5.57161283493042,-34.056522369384766,-9.093899726867676,-8.222698211669922,-5.4009904861450195,-15.501798629760742,-12.196379661560059
voice136.wav,233.3412691022759,1.8982836165618373,20.064457931967123,15.843408704836218,-0.9824930463598032,-0.11656989024746746,-133.6778106689453,40.60238265991211,-69.6875228881836,-24.060014724731445,4.999573230743408,-11.966391563415527,-16.327098846435547,-16.032312393188477,-31.800174713134766,-2.5559306144714355,-8.196765899658203,-18.06993865966797,-7.657215595245361,-10.248830795288086
